#,CVE_ENTIDAD,ENTIDAD,CU_MUNICIPIO,MUNICIPIO,DF,DL,SECCION,LISTA_NOMINAL,VOTOS_EMITIDOS,PARTICIPACION,ABSTENCION,1ER_LUGAR,1ERO_VOTOS,PCN,DIF_VOTOS_2DO,DIF_PCN_2DO,2DO_LUGAR,2DO_VOTOS,PCN 2,DIF_VOTOS_3RO,DIF_PCN_3RO,3ER_LUGAR,3RO_VOTOS,PCN 3,1PP_MV,VOTOS,PCN 4,DIF_2DO,PCN 5,2PP_MV,VOTOS 2,PCN 6,DIF_3RO,PCN 7,3PP_MV,VOTOS 3,PCN 8,PAN,PCN 9,PRI,PCN 10,PRD,PCN 11,MC,PCN 12,PVEM,PCN 13,MORENA,PCN 14,PT,PCN 15,QI,PCN 16,PES,PCN 17,RSP,PCN 18,FxM,PCN 19,PAN_QI,PCN 20,CNR,PCN 21,NULOS,PCN 22,TOT_VOTOS,VALIDACION
21,22,QUERÉTARO,1,AMEALCO DE BONFIL,,8,21,651,401,"0,62","0,38",PRI,140,"0,35",29,"0,07",MORENA,111,"0,28",1,"0,00",PAN,110,"0,27",PRI,140,"0,35",29,"0,07",MORENA,111,"0,28",1,"0,00",PAN,110,"0,27",110,"0,27",140,"0,35",3,"0,01",6,"0,01",7,"0,02",111,"0,28",1,"0,00",0,"0,00",1,"0,00",1,"0,00",1,"0,00",0,0,0,"0,00",20,"0,05",401,"100,00%"
22,22,QUERÉTARO,1,AMEALCO DE BONFIL,,8,22,2.100,1.234,"0,59","0,41",MORENA,552,"0,45",242,"0,20",PAN,310,"0,25",74,"0,06",PRI,236,"0,19",MORENA,552,"0,45",242,"0,20",PAN,310,"0,25",74,"0,06",PRI,236,"0,19",310,"0,25",236,"0,19",12,"0,01",17,"0,01",19,"0,02",552,"0,45",9,"0,01",5,"0,00",10,"0,01",8,"0,01",7,"0,01",4,0,0,"0,00",45,"0,04",1.234,"100,00%"
23,22,QUERÉTARO,1,AMEALCO DE BONFIL,,8,23,2.078,1.307,"0,63","0,37",PAN,506,"0,39",93,"0,07",PRI,413,"0,32",120,"0,09",MORENA,293,"0,22",PAN,506,"0,39",93,"0,07",PRI,413,"0,32",120,"0,09",MORENA,293,"0,22",506,"0,39",413,"0,32",4,"0,00",20,"0,02",21,"0,02",293,"0,22",4,"0,00",3,"0,00",0,"0,00",7,"0,01",6,"0,00",2,0,1,"0,00",27,"0,02",1.307,"100,00%"
24,22,QUERÉTARO,1,AMEALCO DE BONFIL,,8,24,2.300,1.608,"0,70","0,30",PAN,629,"0,39",168,"0,10",PRI,461,"0,29",69,"0,04",MORENA,392,"0,24",PAN,629,"0,39",168,"0,10",PRI,461,"0,29",69,"0,04",MORENA,392,"0,24",629,"0,39",461,"0,29",1,"0,00",12,"0,01",10,"0,01",392,"0,24",4,"0,00",1,"0,00",4,"0,00",24,"0,01",4,"0,00",5,0,0,"0,00",61,"0,04",1.608,"100,00%"
25,22,QUERÉTARO,1,AMEALCO DE BONFIL,,8,25,1.500,988,"0,66","0,34",PAN,372,"0,38",88,"0,09",PRI,284,"0,29",54,"0,05",MORENA,230,"0,23",PAN,372,"0,38",88,"0,09",PRI,284,"0,29",54,"0,05",MORENA,230,"0,23",372,"0,38",284,"0,29",6,"0,01",30,"0,03",7,"0,01",230,"0,23",7,"0,01",1,"0,00",8,"0,01",8,"0,01",3,"0,00",2,0,0,"0,00",30,"0,03",988,"100,00%"
26,22,QUERÉTARO,1,AMEALCO DE BONFIL,,8,26,1.475,946,"0,64","0,36",PAN,381,"0,40",40,"0,04",PRI,341,"0,36",182,"0,19",MORENA,159,"0,17",PAN,381,"0,40",40,"0,04",PRI,341,"0,36",182,"0,19",MORENA,159,"0,17",381,"0,40",341,"0,36",4,"0,00",4,"0,00",4,"0,00",159,"0,17",1,"0,00",2,"0,00",8,"0,01",3,"0,00",7,"0,01",0,0,0,"0,00",32,"0,03",946,"100,00%"
27,22,QUERÉTARO,1,AMEALCO DE BONFIL,,8,27,1.138,753,"0,66","0,34",PAN,349,"0,46",154,"0,20",MORENA,195,"0,26",42,"0,06",PRI,153,"0,20",PAN,349,"0,46",154,"0,20",MORENA,195,"0,26",42,"0,06",PRI,153,"0,20",349,"0,46",153,"0,20",2,"0,00",4,"0,01",5,"0,01",195,"0,26",2,"0,00",2,"0,00",6,"0,01",4,"0,01",13,"0,02",0,0,0,"0,00",18,"0,02",753,"100,00%"
28,22,QUERÉTARO,1,AMEALCO DE BONFIL,,8,28,913,568,"0,62","0,38",PAN,240,"0,42",49,"0,09",PRI,191,"0,34",111,"0,20",MORENA,80,"0,14",PAN,240,"0,42",49,"0,09",PRI,191,"0,34",111,"0,20",MORENA,80,"0,14",240,"0,42",191,"0,34",5,"0,01",8,"0,01",7,"0,01",80,"0,14",3,"0,01",0,"0,00",7,"0,01",19,"0,03",2,"0,00",1,0,0,"0,00",5,"0,01",568,"100,00%"
29,22,QUERÉTARO,1,AMEALCO DE BONFIL,,8,29,939,564,"0,60","0,40",PAN,233,"0,41",94,"0,17",MORENA,139,"0,25",20,"0,04",PRI,119,"0,21",PAN,233,"0,41",94,"0,17",MORENA,139,"0,25",20,"0,04",PRI,119,"0,21",233,"0,41",119,"0,21",0,"0,00",4,"0,01",8,"0,01",139,"0,25",3,"0,01",5,"0,01",1,"0,00",14,"0,02",1,"0,00",1,0,0,"0,00",36,"0,06",564,"100,00%"
30,22,QUERÉTARO,1,AMEALCO DE BONFIL,,8,30,1.289,905,"0,70","0,30",PAN,433,"0,48",198,"0,22",PRI,235,"0,26",76,"0,08",MORENA,159,"0,18",PAN,433,"0,48",198,"0,22",PRI,235,"0,26",76,"0,08",MORENA,159,"0,18",433,"0,48",235,"0,26",1,"0,00",5,"0,01",11,"0,01",159,"0,18",4,"0,00",1,"0,00",6,"0,01",9,"0,01",11,"0,01",0,0,0,"0,00",30,"0,03",905,"100,00%"
31,22,QUERÉTARO,1,AMEALCO DE BONFIL,,8,31,822,466,"0,57","0,43",PAN,192,"0,41",70,"0,15",MORENA,122,"0,26",16,"0,03",PRI,106,"0,23",PAN,192,"0,41",70,"0,15",MORENA,122,"0,26",16,"0,03",PRI,106,"0,23",192,"0,41",106,"0,23",3,"0,01",0,"0,00",3,"0,01",122,"0,26",0,"0,00",3,"0,01",0,"0,00",6,"0,01",3,"0,01",3,0,0,"0,00",25,"0,05",466,"100,00%"
32,22,QUERÉTARO,1,AMEALCO DE BONFIL,,8,32,1.259,708,"0,56","0,44",PAN,276,"0,39",92,"0,13",MORENA,184,"0,26",17,"0,02",PRI,167,"0,24",PAN,276,"0,39",92,"0,13",MORENA,184,"0,26",17,"0,02",PRI,167,"0,24",276,"0,39",167,"0,24",5,"0,01",10,"0,01",3,"0,00",184,"0,26",1,"0,00",4,"0,01",5,"0,01",9,"0,01",4,"0,01",3,0,0,"0,00",37,"0,05",708,"100,00%"
33,22,QUERÉTARO,1,AMEALCO DE BONFIL,,8,33,2.306,1.298,"0,56","0,44",PAN,524,"0,40",182,"0,14",PRI,342,"0,26",48,"0,04",MORENA,294,"0,23",PAN,524,"0,40",182,"0,14",PRI,342,"0,26",48,"0,04",MORENA,294,"0,23",524,"0,40",342,"0,26",16,"0,01",15,"0,01",12,"0,01",294,"0,23",8,"0,01",5,"0,00",5,"0,00",9,"0,01",3,"0,00",4,0,0,"0,00",61,"0,05",1.298,"100,00%"
34,22,QUERÉTARO,1,AMEALCO DE BONFIL,,8,34,676,497,"0,74","0,26",PRI,283,"0,57",131,"0,26",PAN,152,"0,31",111,"0,22",MORENA,41,"0,08",PRI,283,"0,57",131,"0,26",PAN,152,"0,31",111,"0,22",MORENA,41,"0,08",152,"0,31",283,"0,57",1,"0,00",0,"0,00",4,"0,01",41,"0,08",2,"0,00",0,"0,00",2,"0,00",1,"0,00",0,"0,00",0,0,0,"0,00",11,"0,02",497,"100,00%"
35,22,QUERÉTARO,2,ARROYO SECO,,15,35,1.807,1.262,"0,70","0,30",PAN,576,"0,46",284,"0,23",MORENA,292,"0,23",42,"0,03",PRI,250,"0,20",PAN,576,"0,46",284,"0,23",MORENA,292,"0,23",42,"0,03",PRI,250,"0,20",576,"0,46",250,"0,20",7,"0,01",10,"0,01",17,"0,01",292,"0,23",9,"0,01",15,"0,01",0,"0,00",5,"0,00",4,"0,00",11,0,1,"0,00",65,"0,05",1.262,"100,00%"
36,22,QUERÉTARO,2,ARROYO SECO,,15,36,765,503,"0,66","0,34",PAN,205,"0,41",79,"0,16",MORENA,126,"0,25",9,"0,02",PRI,117,"0,23",PAN,205,"0,41",79,"0,16",MORENA,126,"0,25",9,"0,02",PRI,117,"0,23",205,"0,41",117,"0,23",2,"0,00",4,"0,01",3,"0,01",126,"0,25",1,"0,00",2,"0,00",4,"0,01",1,"0,00",0,"0,00",7,0,0,"0,00",31,"0,06",503,"100,00%"
37,22,QUERÉTARO,2,ARROYO SECO,,15,37,281,183,"0,65","0,35",MORENA,74,"0,40",9,"0,05",PAN,65,"0,36",36,"0,20",PRI,29,"0,16",MORENA,74,"0,40",9,"0,05",PAN,65,"0,36",36,"0,20",PRI,29,"0,16",65,"0,36",29,"0,16",0,"0,00",1,"0,01",1,"0,01",74,"0,40",1,"0,01",3,"0,02",0,"0,00",0,"0,00",0,"0,00",1,0,0,"0,00",8,"0,04",183,"100,00%"
38,22,QUERÉTARO,2,ARROYO SECO,,15,38,195,132,"0,68","0,32",PAN,65,"0,49",33,"0,25",PRI,32,"0,24",16,"0,12",MORENA,16,"0,12",PAN,65,"0,49",33,"0,25",PRI,32,"0,24",16,"0,12",MORENA,16,"0,12",65,"0,49",32,"0,24",1,"0,01",1,"0,01",1,"0,01",16,"0,12",0,"0,00",0,"0,00",0,"0,00",2,"0,02",1,"0,01",3,0,0,"0,00",10,"0,08",132,"100,00%"
39,22,QUERÉTARO,2,ARROYO SECO,,15,39,2.204,1.375,"0,62","0,38",PAN,615,"0,45",214,"0,16",MORENA,401,"0,29",184,"0,13",PRI,217,"0,16",PAN,615,"0,45",214,"0,16",MORENA,401,"0,29",184,"0,13",PRI,217,"0,16",615,"0,45",217,"0,16",13,"0,01",6,"0,00",10,"0,01",401,"0,29",2,"0,00",9,"0,01",6,"0,00",12,"0,01",10,"0,01",6,0,4,"0,00",64,"0,05",1.375,"100,00%"
40,22,QUERÉTARO,2,ARROYO SECO,,15,40,261,188,"0,72","0,28",PAN,92,"0,49",50,"0,27",MORENA,42,"0,22",7,"0,04",PRI,35,"0,19",PAN,92,"0,49",50,"0,27",MORENA,42,"0,22",7,"0,04",PRI,35,"0,19",92,"0,49",35,"0,19",1,"0,01",0,"0,00",4,"0,02",42,"0,22",0,"0,00",0,"0,00",1,"0,01",0,"0,00",4,"0,02",0,0,3,"0,02",6,"0,03",188,"100,00%"
41,22,QUERÉTARO,2,ARROYO SECO,,15,41,997,639,"0,64","0,36",PAN,276,"0,43",111,"0,17",MORENA,165,"0,26",33,"0,05",PRI,132,"0,21",PAN,276,"0,43",111,"0,17",MORENA,165,"0,26",33,"0,05",PRI,132,"0,21",276,"0,43",132,"0,21",10,"0,02",1,"0,00",6,"0,01",165,"0,26",1,"0,00",2,"0,00",7,"0,01",6,"0,01",7,"0,01",1,0,0,"0,00",25,"0,04",639,"100,00%"
42,22,QUERÉTARO,2,ARROYO SECO,,15,42,1.012,643,"0,64","0,36",PAN,268,"0,42",63,"0,10",MORENA,205,"0,32",99,"0,15",PRI,106,"0,16",PAN,268,"0,42",63,"0,10",MORENA,205,"0,32",99,"0,15",PRI,106,"0,16",268,"0,42",106,"0,16",2,"0,00",6,"0,01",5,"0,01",205,"0,32",0,"0,00",8,"0,01",2,"0,00",3,"0,00",1,"0,00",6,0,1,"0,00",30,"0,05",643,"100,00%"
43,22,QUERÉTARO,2,ARROYO SECO,,15,43,941,621,"0,66","0,34",PAN,349,"0,56",237,"0,38",PRI,112,"0,18",8,"0,01",MORENA,104,"0,17",PAN,349,"0,56",237,"0,38",PRI,112,"0,18",8,"0,01",MORENA,104,"0,17",349,"0,56",112,"0,18",3,"0,00",1,"0,00",2,"0,00",104,"0,17",1,"0,00",3,"0,00",1,"0,00",3,"0,00",3,"0,00",4,0,0,"0,00",35,"0,06",621,"100,00%"
44,22,QUERÉTARO,2,ARROYO SECO,,15,44,354,273,"0,77","0,23",PAN,151,"0,55",79,"0,29",PRI,72,"0,26",34,"0,12",MORENA,38,"0,14",PAN,151,"0,55",79,"0,29",PRI,72,"0,26",34,"0,12",MORENA,38,"0,14",151,"0,55",72,"0,26",1,"0,00",0,"0,00",0,"0,00",38,"0,14",0,"0,00",1,"0,00",1,"0,00",0,"0,00",0,"0,00",2,0,0,"0,00",7,"0,03",273,"100,00%"
45,22,QUERÉTARO,2,ARROYO SECO,,15,45,2.605,1.728,"0,66","0,34",PAN,841,"0,49",305,"0,18",MORENA,536,"0,31",326,"0,19",PRI,210,"0,12",PAN,841,"0,49",305,"0,18",MORENA,536,"0,31",326,"0,19",PRI,210,"0,12",841,"0,49",210,"0,12",4,"0,00",5,"0,00",13,"0,01",536,"0,31",7,"0,00",9,"0,01",6,"0,00",5,"0,00",6,"0,00",14,0,0,"0,00",72,"0,04",1.728,"100,00%"
46,22,QUERÉTARO,3,CADEREYTA DE MONTES,,14,46,3.277,1.782,"0,54","0,46",PAN,748,"0,42",198,"0,11",MORENA,550,"0,31",318,"0,18",PRI,232,"0,13",PAN,748,"0,42",198,"0,11",MORENA,550,"0,31",318,"0,18",PRI,232,"0,13",748,"0,42",232,"0,13",2,"0,00",23,"0,01",71,"0,04",550,"0,31",5,"0,00",9,"0,01",9,"0,01",11,"0,01",57,"0,03",7,0,1,"0,00",57,"0,03",1.782,"100,00%"
47,22,QUERÉTARO,3,CADEREYTA DE MONTES,,14,47,2.234,1.254,"0,56","0,44",PAN,634,"0,51",327,"0,26",MORENA,307,"0,24",198,"0,16",PRI,109,"0,09",PAN,634,"0,51",327,"0,26",MORENA,307,"0,24",198,"0,16",PRI,109,"0,09",634,"0,51",109,"0,09",2,"0,00",19,"0,02",53,"0,04",307,"0,24",6,"0,00",17,"0,01",5,"0,00",11,"0,01",60,"0,05",4,0,0,"0,00",27,"0,02",1.254,"100,00%"
48,22,QUERÉTARO,3,CADEREYTA DE MONTES,,14,48,2.168,1.962,"0,90","0,10",PAN,1.002,"0,51",572,"0,29",MORENA,430,"0,22",212,"0,11",PRI,218,"0,11",PAN,1.002,"0,51",572,"0,29",MORENA,430,"0,22",212,"0,11",PRI,218,"0,11",1.002,"0,51",218,"0,11",9,"0,00",23,"0,01",52,"0,03",430,"0,22",4,"0,00",38,"0,02",99,"0,05",11,"0,01",32,"0,02",1,0,0,"0,00",43,"0,02",1.962,"100,00%"
49,22,QUERÉTARO,3,CADEREYTA DE MONTES,,14,49,2.476,1.471,"0,59","0,41",PAN,763,"0,52",403,"0,27",MORENA,360,"0,24",186,"0,13",PRI,174,"0,12",PAN,763,"0,52",403,"0,27",MORENA,360,"0,24",186,"0,13",PRI,174,"0,12",763,"0,52",174,"0,12",8,"0,01",19,"0,01",52,"0,04",360,"0,24",6,"0,00",11,"0,01",3,"0,00",10,"0,01",32,"0,02",2,0,0,"0,00",31,"0,02",1.471,"100,00%"
50,22,QUERÉTARO,3,CADEREYTA DE MONTES,,14,51,824,476,"0,58","0,42",PAN,249,"0,52",127,"0,27",MORENA,122,"0,26",83,"0,17",PRI,39,"0,08",PAN,249,"0,52",127,"0,27",MORENA,122,"0,26",83,"0,17",PRI,39,"0,08",249,"0,52",39,"0,08",1,"0,00",8,"0,02",22,"0,05",122,"0,26",2,"0,00",2,"0,00",0,"0,00",5,"0,01",14,"0,03",4,0,0,"0,00",8,"0,02",476,"100,00%"
51,22,QUERÉTARO,3,CADEREYTA DE MONTES,,14,52,1.370,454,"0,33","0,67",MORENA,197,"0,43",77,"0,17",PAN,120,"0,26",77,"0,17",PRI,43,"0,09",MORENA,197,"0,43",77,"0,17",PAN,120,"0,26",77,"0,17",PRI,43,"0,09",120,"0,26",43,"0,09",1,"0,00",2,"0,00",23,"0,05",197,"0,43",0,"0,00",2,"0,00",7,"0,02",5,"0,01",40,"0,09",0,0,0,"0,00",14,"0,03",454,"100,00%"
52,22,QUERÉTARO,3,CADEREYTA DE MONTES,,14,53,1.031,417,"0,40","0,60",PAN,162,"0,39",72,"0,17",PAN_QI,90,"0,22",27,"0,06",PRI,63,"0,15",PAN,162,"0,39",72,"0,17",PAN_QI,90,"0,22",27,"0,06",PRI,63,"0,15",162,"0,39",63,"0,15",2,"0,00",1,"0,00",27,"0,06",38,"0,09",2,"0,00",4,"0,01",0,"0,00",2,"0,00",9,"0,02",90,0,0,"0,00",17,"0,04",417,"100,00%"
53,22,QUERÉTARO,3,CADEREYTA DE MONTES,,14,54,898,585,"0,65","0,35",PAN,212,"0,36",73,"0,12",PRI,139,"0,24",29,"0,05",PAN_QI,110,"0,19",PAN,212,"0,36",73,"0,12",PRI,139,"0,24",29,"0,05",PAN_QI,110,"0,19",212,"0,36",139,"0,24",2,"0,00",1,"0,00",33,"0,06",46,"0,08",0,"0,00",5,"0,01",2,"0,00",2,"0,00",11,"0,02",110,0,0,"0,00",22,"0,04",585,"100,00%"
54,22,QUERÉTARO,3,CADEREYTA DE MONTES,,14,55,1.220,769,"0,63","0,37",PAN,382,"0,50",206,"0,27",MORENA,176,"0,23",7,"0,01",PRI,169,"0,22",PAN,382,"0,50",206,"0,27",MORENA,176,"0,23",7,"0,01",PRI,169,"0,22",382,"0,50",169,"0,22",1,"0,00",4,"0,01",15,"0,02",176,"0,23",0,"0,00",1,"0,00",0,"0,00",1,"0,00",9,"0,01",0,0,0,"0,00",11,"0,01",769,"100,00%"
55,22,QUERÉTARO,3,CADEREYTA DE MONTES,,14,56,1.095,545,"0,50","0,50",PAN,259,"0,48",135,"0,25",MORENA,124,"0,23",58,"0,11",PRI,66,"0,12",PAN,259,"0,48",135,"0,25",MORENA,124,"0,23",58,"0,11",PRI,66,"0,12",259,"0,48",66,"0,12",4,"0,01",5,"0,01",33,"0,06",124,"0,23",0,"0,00",0,"0,00",1,"0,00",5,"0,01",8,"0,01",1,0,0,"0,00",39,"0,07",545,"100,00%"
56,22,QUERÉTARO,3,CADEREYTA DE MONTES,,14,57,750,403,"0,54","0,46",PAN,256,"0,64",184,"0,46",MORENA,72,"0,18",48,"0,12",PRI,24,"0,06",PAN,256,"0,64",184,"0,46",MORENA,72,"0,18",48,"0,12",PRI,24,"0,06",256,"0,64",24,"0,06",0,"0,00",0,"0,00",17,"0,04",72,"0,18",2,"0,00",1,"0,00",1,"0,00",1,"0,00",7,"0,02",0,0,0,"0,00",22,"0,05",403,"100,00%"
57,22,QUERÉTARO,3,CADEREYTA DE MONTES,,14,58,1.220,621,"0,51","0,49",PAN,276,"0,44",162,"0,26",MORENA,114,"0,18",2,"0,00",PRI,112,"0,18",PAN,276,"0,44",162,"0,26",MORENA,114,"0,18",2,"0,00",PRI,112,"0,18",276,"0,44",112,"0,18",5,"0,01",12,"0,02",35,"0,06",114,"0,18",0,"0,00",1,"0,00",2,"0,00",7,"0,01",22,"0,04",0,0,0,"0,00",35,"0,06",621,"100,00%"
58,22,QUERÉTARO,3,CADEREYTA DE MONTES,,14,59,930,414,"0,45","0,55",PAN,204,"0,49",134,"0,32",MORENA,70,"0,17",27,"0,07",PRI,43,"0,10",PAN,204,"0,49",134,"0,32",MORENA,70,"0,17",27,"0,07",PRI,43,"0,10",204,"0,49",43,"0,10",4,"0,01",2,"0,00",36,"0,09",70,"0,17",2,"0,00",3,"0,01",2,"0,00",6,"0,01",15,"0,04",2,0,0,"0,00",25,"0,06",414,"100,00%"
59,22,QUERÉTARO,3,CADEREYTA DE MONTES,,14,60,1.726,793,"0,46","0,54",MORENA,393,"0,50",200,"0,25",PAN,193,"0,24",132,"0,17",PRI,61,"0,08",MORENA,393,"0,50",200,"0,25",PAN,193,"0,24",132,"0,17",PRI,61,"0,08",193,"0,24",61,"0,08",10,"0,01",6,"0,01",23,"0,03",393,"0,50",4,"0,01",9,"0,01",10,"0,01",16,"0,02",26,"0,03",0,0,1,"0,00",41,"0,05",793,"100,00%"
60,22,QUERÉTARO,3,CADEREYTA DE MONTES,,14,61,2.232,1.211,"0,54","0,46",PAN,572,"0,47",341,"0,28",MORENA,231,"0,19",6,"0,00",PRI,225,"0,19",PAN,572,"0,47",341,"0,28",MORENA,231,"0,19",6,"0,00",PRI,225,"0,19",572,"0,47",225,"0,19",9,"0,01",16,"0,01",71,"0,06",231,"0,19",1,"0,00",17,"0,01",7,"0,01",6,"0,00",17,"0,01",3,0,1,"0,00",35,"0,03",1.211,"100,00%"
61,22,QUERÉTARO,3,CADEREYTA DE MONTES,,14,62,656,292,"0,45","0,55",PAN,154,"0,53",109,"0,37",MORENA,45,"0,15",8,"0,03",PVEM,37,"0,13",PAN,154,"0,53",109,"0,37",MORENA,45,"0,15",8,"0,03",PVEM,37,"0,13",154,"0,53",27,"0,09",3,"0,01",1,"0,00",37,"0,13",45,"0,15",2,"0,01",2,"0,01",2,"0,01",1,"0,00",3,"0,01",1,0,0,"0,00",14,"0,05",292,"100,00%"
62,22,QUERÉTARO,3,CADEREYTA DE MONTES,,14,63,1.241,484,"0,39","0,61",PAN,206,"0,43",92,"0,19",MORENA,114,"0,24",20,"0,04",PRI,94,"0,19",PAN,206,"0,43",92,"0,19",MORENA,114,"0,24",20,"0,04",PRI,94,"0,19",206,"0,43",94,"0,19",2,"0,00",3,"0,01",15,"0,03",114,"0,24",0,"0,00",2,"0,00",4,"0,01",4,"0,01",14,"0,03",0,0,0,"0,00",26,"0,05",484,"100,00%"
63,22,QUERÉTARO,3,CADEREYTA DE MONTES,,14,64,1.004,500,"0,50","0,50",PAN,229,"0,46",123,"0,25",MORENA,106,"0,21",19,"0,04",PRI,87,"0,17",PAN,229,"0,46",123,"0,25",MORENA,106,"0,21",19,"0,04",PRI,87,"0,17",229,"0,46",87,"0,17",1,"0,00",5,"0,01",23,"0,05",106,"0,21",0,"0,00",3,"0,01",0,"0,00",6,"0,01",23,"0,05",0,0,0,"0,00",17,"0,03",500,"100,00%"
64,22,QUERÉTARO,3,CADEREYTA DE MONTES,,14,65,2.169,1.180,"0,54","0,46",PAN,556,"0,47",317,"0,27",PRI,239,"0,20",5,"0,00",MORENA,234,"0,20",PAN,556,"0,47",317,"0,27",PRI,239,"0,20",5,"0,00",MORENA,234,"0,20",556,"0,47",239,"0,20",2,"0,00",12,"0,01",46,"0,04",234,"0,20",6,"0,01",8,"0,01",6,"0,01",8,"0,01",26,"0,02",1,0,1,"0,00",35,"0,03",1.180,"100,00%"
65,22,QUERÉTARO,3,CADEREYTA DE MONTES,,14,66,3.666,1.915,"0,52","0,48",PAN,906,"0,47",560,"0,29",MORENA,346,"0,18",24,"0,01",PRI,322,"0,17",PAN,906,"0,47",560,"0,29",MORENA,346,"0,18",24,"0,01",PRI,322,"0,17",906,"0,47",322,"0,17",14,"0,01",27,"0,01",115,"0,06",346,"0,18",5,"0,00",15,"0,01",11,"0,01",19,"0,01",52,"0,03",2,0,0,"0,00",81,"0,04",1.915,"100,00%"
66,22,QUERÉTARO,3,CADEREYTA DE MONTES,,14,67,993,446,"0,45","0,55",PAN,242,"0,54",143,"0,32",MORENA,99,"0,22",59,"0,13",PRI,40,"0,09",PAN,242,"0,54",143,"0,32",MORENA,99,"0,22",59,"0,13",PRI,40,"0,09",242,"0,54",40,"0,09",1,"0,00",3,"0,01",18,"0,04",99,"0,22",2,"0,00",2,"0,00",1,"0,00",1,"0,00",15,"0,03",0,0,0,"0,00",22,"0,05",446,"100,00%"
67,22,QUERÉTARO,3,CADEREYTA DE MONTES,,14,68,928,480,"0,52","0,48",PAN,288,"0,60",156,"0,33",PRI,132,"0,28",113,"0,24",NULOS,19,"0,04",PAN,288,"0,60",156,"0,33",PRI,132,"0,28",113,"0,24",NULOS,19,"0,04",288,"0,60",132,"0,28",2,"0,00",1,"0,00",5,"0,01",14,"0,03",0,"0,00",1,"0,00",0,"0,00",1,"0,00",17,"0,04",0,0,0,"0,00",19,"0,04",480,"100,00%"
68,22,QUERÉTARO,3,CADEREYTA DE MONTES,,14,69,2.238,1.345,"0,60","0,40",PAN,594,"0,44",224,"0,17",MORENA,370,"0,28",167,"0,12",PRI,203,"0,15",PAN,594,"0,44",224,"0,17",MORENA,370,"0,28",167,"0,12",PRI,203,"0,15",594,"0,44",203,"0,15",8,"0,01",14,"0,01",52,"0,04",370,"0,28",8,"0,01",5,"0,00",4,"0,00",11,"0,01",36,"0,03",7,0,0,"0,00",33,"0,02",1.345,"100,00%"
69,22,QUERÉTARO,3,CADEREYTA DE MONTES,,14,70,3.021,1.290,"0,43","0,57",PAN,449,"0,35",98,"0,08",MORENA,351,"0,27",204,"0,16",FxM,147,"0,11",PAN,449,"0,35",98,"0,08",MORENA,351,"0,27",204,"0,16",FxM,147,"0,11",449,"0,35",141,"0,11",14,"0,01",12,"0,01",68,"0,05",351,"0,27",4,"0,00",15,"0,01",6,"0,00",12,"0,01",147,"0,11",5,0,0,"0,00",66,"0,05",1.290,"100,00%"
70,22,QUERÉTARO,3,CADEREYTA DE MONTES,,14,71,2.250,1.184,"0,53","0,47",PAN,548,"0,46",266,"0,22",PRI,282,"0,24",72,"0,06",MORENA,210,"0,18",PAN,548,"0,46",266,"0,22",PRI,282,"0,24",72,"0,06",MORENA,210,"0,18",548,"0,46",282,"0,24",10,"0,01",17,"0,01",42,"0,04",210,"0,18",7,"0,01",4,"0,00",3,"0,00",8,"0,01",24,"0,02",1,0,0,"0,00",28,"0,02",1.184,"100,00%"
71,22,QUERÉTARO,3,CADEREYTA DE MONTES,,14,72,2.201,1.119,"0,51","0,49",PAN,507,"0,45",265,"0,24",MORENA,242,"0,22",94,"0,08",PRI,148,"0,13",PAN,507,"0,45",265,"0,24",MORENA,242,"0,22",94,"0,08",PRI,148,"0,13",507,"0,45",148,"0,13",4,"0,00",20,"0,02",76,"0,07",242,"0,22",4,"0,00",7,"0,01",8,"0,01",5,"0,00",61,"0,05",2,0,1,"0,00",34,"0,03",1.119,"100,00%"
72,22,QUERÉTARO,3,CADEREYTA DE MONTES,,14,73,2.389,1.271,"0,53","0,47",PAN,583,"0,46",279,"0,22",MORENA,304,"0,24",57,"0,04",PRI,247,"0,19",PAN,583,"0,46",279,"0,22",MORENA,304,"0,24",57,"0,04",PRI,247,"0,19",583,"0,46",247,"0,19",0,"0,00",12,"0,01",26,"0,02",304,"0,24",4,"0,00",5,"0,00",2,"0,00",9,"0,01",39,"0,03",7,0,0,"0,00",33,"0,03",1.271,"100,00%"
73,22,QUERÉTARO,3,CADEREYTA DE MONTES,,14,74,1.019,594,"0,58","0,42",PAN,306,"0,52",142,"0,24",PRI,164,"0,28",83,"0,14",MORENA,81,"0,14",PAN,306,"0,52",142,"0,24",PRI,164,"0,28",83,"0,14",MORENA,81,"0,14",306,"0,52",164,"0,28",1,"0,00",2,"0,00",5,"0,01",81,"0,14",4,"0,01",3,"0,01",4,"0,01",1,"0,00",10,"0,02",1,0,0,"0,00",12,"0,02",594,"100,00%"
74,22,QUERÉTARO,3,CADEREYTA DE MONTES,,14,75,2.147,1.093,"0,51","0,49",PAN,462,"0,42",190,"0,17",PRI,272,"0,25",71,"0,06",MORENA,201,"0,18",PAN,462,"0,42",190,"0,17",PRI,272,"0,25",71,"0,06",MORENA,201,"0,18",462,"0,42",272,"0,25",11,"0,01",10,"0,01",23,"0,02",201,"0,18",8,"0,01",8,"0,01",15,"0,01",7,"0,01",28,"0,03",2,0,1,"0,00",45,"0,04",1.093,"100,00%"
